week,method,samples,objective
07/18-07/24,ZO_OG,980,0.6084569505132785
07/18-07/24,ZO_OG,1050,0.6509599409897522
07/18-07/24,ZO_OG,1122,0.6603261967403588
07/18-07/24,ZO_OG,1196,0.6387913796309277
07/18-07/24,ZO_OG,1272,0.6132940270156082
07/18-07/24,ZO_OG,1350,0.6440208875668384
07/18-07/24,ZO_OG,1430,0.6963517704219576
07/18-07/24,ZO_OG,1512,0.6374326668296113
07/18-07/24,ZO_OG,1596,0.6552433706914194
07/18-07/24,ZO_OG,1682,0.6418414801318177
07/18-07/24,ZO_OG,1770,0.5388454886263001
07/18-07/24,ZO_OG,1860,0.6162831310222159
07/18-07/24,ZO_OG,1952,0.6263961213757784
07/18-07/24,ZO_OG,2046,0.5978956157012987
07/18-07/24,ZO_OG,2142,0.6336296030944846
07/18-07/24,ZO_OG,2240,0.6050761001324615
07/18-07/24,ZO_OG,2340,0.5924427464724186
07/18-07/24,ZO_OG,2442,0.6621347463803622
07/18-07/24,ZO_OG,2546,0.639389070264354
07/18-07/24,ZO_OG,2652,0.6160183650461118
07/18-07/24,ZO_OG,2760,0.54238858022891
07/18-07/24,ZO_OG,2870,0.5696678999249902
07/18-07/24,ZO_OG,2982,0.5342341490931469
07/18-07/24,ZO_OG,3096,0.4965829353145932
07/18-07/24,ZO_OG,3212,0.5165657409665523
07/18-07/24,ZO_OG,3330,0.5163164725534262
07/18-07/24,ZO_OG,3450,0.6056375272093248
07/18-07/24,ZO_OG,3572,0.6097697773599547
07/18-07/24,ZO_OG,3696,0.5818826301045525
07/18-07/24,ZO_OG,3822,0.5723420807955608
07/18-07/24,ZO_OG,3950,0.5440684021855415
07/18-07/24,ZO_OG,4080,0.5293229932899005
07/18-07/24,ZO_OG,4212,0.49468126327212303
07/18-07/24,ZO_OG,4346,0.572107873192146
07/18-07/24,ZO_OG,4482,0.5251935297430765
07/18-07/24,ZO_OG,4620,0.5323301724220348
07/18-07/24,ZO_OG,4760,0.5012336546390475
07/18-07/24,ZO_OG,4902,0.5432789685854624
07/18-07/24,ZO_OG,5046,0.4736800268097019
07/18-07/24,ZO_OGVR,0,10.880967953005303
07/18-07/24,ZO_OGVR,50,9.246052227668835
07/18-07/24,ZO_OGVR,82,9.340334225713507
07/18-07/24,ZO_OGVR,116,9.159191132710149
07/18-07/24,ZO_OGVR,152,6.090974139217105
07/18-07/24,ZO_OGVR,190,6.045930080038001
07/18-07/24,ZO_OGVR,230,7.960416327130652
07/18-07/24,ZO_OGVR,272,0.41408033059131577
07/18-07/24,ZO_OGVR,316,0.05458330759077139
07/18-07/24,ZO_OGVR,362,0.38873280022297535
07/18-07/24,ZO_OGVR,410,0.04589477377146628
07/18-07/24,ZO_OGVR,460,-2.575989449994759
07/18-07/24,ZO_OGVR,512,-2.840034313039325
07/18-07/24,ZO_OGVR,566,-2.876824626852224
07/18-07/24,ZO_OGVR,622,-2.8871935237675173
07/18-07/24,ZO_OGVR,680,-3.3975780213136186
07/18-07/24,ZO_OGVR,740,-2.450942938808556
07/18-07/24,ZO_OGVR,802,-2.4268049289999563
07/18-07/24,ZO_OGVR,866,-2.4725509801619427
07/18-07/24,ZO_OGVR,932,-2.498302169142321
07/18-07/24,ZO_OGVR,1000,-2.4805181349530603
07/18-07/24,ZO_OGVR,1070,-2.5287811852413884
07/18-07/24,ZO_OGVR,1142,-2.5146421667219445
07/18-07/24,ZO_OGVR,1216,-2.3815655531716864
07/18-07/24,ZO_OGVR,1292,-2.9275952922237685
07/18-07/24,ZO_OGVR,1370,-2.903556404866228
07/18-07/24,ZO_OGVR,1450,-3.0104251599605765
07/18-07/24,ZO_OGVR,1532,-2.8885222911017716
07/18-07/24,ZO_OGVR,1616,-2.870636606007704
07/18-07/24,ZO_OGVR,1702,-2.909396138731354
07/18-07/24,ZO_OGVR,1790,-2.920028131016788
07/18-07/24,ZO_OGVR,1880,-2.8909424295369974
07/18-07/24,ZO_OGVR,1972,-2.983212618196749
07/18-07/24,ZO_OGVR,2066,-3.0623633207177816
07/18-07/24,ZO_OGVR,2162,-3.1518037201376456
07/18-07/24,ZO_OGVR,2260,-3.174115467905146
07/18-07/24,ZO_OGVR,2360,-3.1800062229823682
07/18-07/24,ZO_OGVR,2462,-3.407820621277926
07/18-07/24,ZO_OGVR,2566,-3.526191228156269
07/18-07/24,ZO_OGVR,2672,-3.47755785482748
07/18-07/24,ZO_OGVR,2780,-3.501749215074051
07/18-07/24,ZO_OGVR,2890,-3.6387242534400857
07/18-07/24,ZO_OGVR,3002,-4.2354194855751395
07/18-07/24,ZO_OGVR,3116,-4.321723567394469
07/18-07/24,ZO_OGVR,3232,-4.323299060774517
07/18-07/24,ZO_OGVR,3350,-4.372105184316199
07/18-07/24,ZO_OGVR,3470,-4.354390132309691
07/18-07/24,ZO_OGVR,3592,-4.382248065901891
07/18-07/24,ZO_OGVR,3716,-4.328207491780644
07/18-07/24,ZO_OGVR,3842,-4.3208372285918495
07/18-07/24,ZO_OGVR,3970,-4.390053451188031
07/18-07/24,ZO_OGVR,4100,-4.347331015377541
07/18-07/24,ZO_OGVR,4232,-4.404530597790367
07/18-07/24,ZO_OGVR,4366,-4.437428564310829
07/18-07/24,ZO_OGVR,4502,-4.460021165698759
07/18-07/24,ZO_OGVR,4640,-4.473987511719317
07/18-07/24,ZO_OGVR,4780,-4.571956607862672
07/18-07/24,ZO_OGVR,4922,-4.532339409504751
07/18-07/24,ZO_OGVR,5066,-4.606894864350242
08/08-08/14,GZO_NS,0,0.660134383493924
08/08-08/14,GZO_NS,90,-0.3287075723960824
08/08-08/14,GZO_NS,186,-0.8247685801810355
08/08-08/14,GZO_NS,288,-5.517309933828908
08/08-08/14,GZO_NS,396,-5.352662561953605
08/08-08/14,GZO_NS,510,-5.708024253011399
08/08-08/14,GZO_NS,630,-8.721914116858484
08/08-08/14,GZO_NS,756,-9.452678695590802
08/08-08/14,GZO_NS,888,-12.016159009576524
08/08-08/14,GZO_NS,1026,-11.936870512879075
08/08-08/14,GZO_NS,1170,-12.47934891263288
08/08-08/14,GZO_NS,1320,-12.512441872967035
08/08-08/14,GZO_NS,1476,-12.410150047162166
08/08-08/14,GZO_NS,1638,-12.944154087041857
08/08-08/14,GZO_NS,1806,-13.007228838515573
08/08-08/14,GZO_NS,1980,-13.232244945483439
08/08-08/14,GZO_NS,2160,-13.315226908595035
08/08-08/14,GZO_NS,2346,-13.305437079642624
08/08-08/14,GZO_NS,2538,-13.638492486130113
08/08-08/14,GZO_NS,2736,-13.792211271040959
08/08-08/14,GZO_NS,2940,-13.713370118008278
08/08-08/14,GZO_NS,3150,-13.82630967080127
08/08-08/14,GZO_NS,3366,-13.812427245514462
08/08-08/14,GZO_NS,3588,-13.982986756820404
08/08-08/14,GZO_NS,3816,-13.95906515445549
08/08-08/14,GZO_NS,4050,-14.232101497404713
08/08-08/14,GZO_NS,4290,-14.46731737943239
08/08-08/14,GZO_NS,4536,-14.620603897091645
08/08-08/14,GZO_NS,4788,-14.572004963793846
08/08-08/14,GZO_NS,5046,-14.788090749358627
08/08-08/14,GZO_HS,0,0.7252616650187897
08/08-08/14,GZO_HS,60,0.7519036535704422
08/08-08/14,GZO_HS,124,0.5926373590158648
08/08-08/14,GZO_HS,192,0.5015982650595047
08/08-08/14,GZO_HS,264,-3.0425698556821152
08/08-08/14,GZO_HS,340,-3.090315675497572
08/08-08/14,GZO_HS,420,-10.64932612421154
08/08-08/14,GZO_HS,504,-12.12005192560031
08/08-08/14,GZO_HS,592,-12.625782172882431
08/08-08/14,GZO_HS,684,-12.945596547997487
08/08-08/14,GZO_HS,780,-12.930746321868051
08/08-08/14,GZO_HS,880,-13.025139965111052
08/08-08/14,GZO_HS,984,-13.030121357075114
08/08-08/14,GZO_HS,1092,-13.367702640015827
08/08-08/14,GZO_HS,1204,-13.403888591317543
08/08-08/14,GZO_HS,1320,-13.432176972031812
08/08-08/14,GZO_HS,1440,-13.904797681473768
08/08-08/14,GZO_HS,1564,-13.961418711619672
08/08-08/14,GZO_HS,1692,-14.128350601827064
08/08-08/14,GZO_HS,1824,-14.161761258142306
08/08-08/14,GZO_HS,1960,-14.227039582276026
08/08-08/14,GZO_HS,2100,-14.130781547894298
08/08-08/14,GZO_HS,2244,-14.595145406260002
08/08-08/14,GZO_HS,2392,-14.569086687171563
08/08-08/14,GZO_HS,2544,-14.691794550014782
08/08-08/14,GZO_HS,2700,-14.604068723047986
08/08-08/14,GZO_HS,2860,-14.585472403788572
08/08-08/14,GZO_HS,3024,-14.679395659297597
08/08-08/14,GZO_HS,3192,-14.709670793225127
08/08-08/14,GZO_HS,3364,-14.619885845445435
08/08-08/14,GZO_HS,3540,-14.713599216652863
08/08-08/14,GZO_HS,3720,-14.680163614096433
08/08-08/14,GZO_HS,3904,-14.695807751268335
08/08-08/14,GZO_HS,4092,-14.691843430879537
08/08-08/14,GZO_HS,4284,-14.770331885075862
08/08-08/14,GZO_HS,4480,-14.878950864121947
08/08-08/14,GZO_HS,4680,-14.855973589104355
08/08-08/14,GZO_HS,4884,-14.82543205045893
08/08-08/14,GZO_HS,5092,-14.817304847308364
08/08-08/14,ZO_TG,0,0.7760687508676152
08/08-08/14,ZO_TG,60,0.7234559916273581
08/08-08/14,ZO_TG,124,0.1626523232100619
08/08-08/14,ZO_TG,192,-0.644882485964403
08/08-08/14,ZO_TG,264,-0.6367017745685121
08/08-08/14,ZO_TG,340,-0.677757511914848
08/08-08/14,ZO_TG,420,-1.2728782866715287
08/08-08/14,ZO_TG,504,-1.4319629060963912
08/08-08/14,ZO_TG,592,-1.6799648858481377
08/08-08/14,ZO_TG,684,-1.628445219339261
08/08-08/14,ZO_TG,780,-0.5868661838349647
08/08-08/14,ZO_TG,880,-0.5152382885409388
08/08-08/14,ZO_TG,984,-0.6858077114127903
08/08-08/14,ZO_TG,1092,-0.8703036935156834
08/08-08/14,ZO_TG,1204,-1.0861313914458612
08/08-08/14,ZO_TG,1320,-1.1208511035830702
08/08-08/14,ZO_TG,1440,-2.3636217076957045
08/08-08/14,ZO_TG,1564,-2.5375512817868775
08/08-08/14,ZO_TG,1692,-2.607815013462662
08/08-08/14,ZO_TG,1824,-4.784033717754776
08/08-08/14,ZO_TG,1960,-4.757294609736136
08/08-08/14,ZO_TG,2100,-4.883821501196443
08/08-08/14,ZO_TG,2244,-5.000745426532925
08/08-08/14,ZO_TG,2392,-5.096476808944389
08/08-08/14,ZO_TG,2544,-5.5729508030891814
08/08-08/14,ZO_TG,2700,-5.598785289683756
08/08-08/14,ZO_TG,2860,-5.938038082374787
08/08-08/14,ZO_TG,3024,-5.912883352273375
08/08-08/14,ZO_TG,3192,-5.873696301608067
08/08-08/14,ZO_TG,3364,-5.956141774849517
08/08-08/14,ZO_TG,3540,-6.199927605769416
08/08-08/14,ZO_TG,3720,-6.285785127683055
08/08-08/14,ZO_TG,3904,-6.352468277976126
08/08-08/14,ZO_TG,4092,-6.297492767362711
08/08-08/14,ZO_TG,4284,-6.651456794293228
08/08-08/14,ZO_TG,4480,-6.76961791462926
08/08-08/14,ZO_TG,4680,-6.815985088507738
08/08-08/14,ZO_TG,4884,-6.90136706660315
08/08-08/14,ZO_TG,5092,-6.852269119570597
08/08-08/14,ZO_OG,0,0.7751566176450488
08/08-08/14,ZO_OG,30,1.359735361952241
08/08-08/14,ZO_OG,62,1.7806283266522924
08/08-08/14,ZO_OG,96,1.7521507598698118
08/08-08/14,ZO_OG,132,2.1907710985857163
08/08-08/14,ZO_OG,170,1.5695656799144868
08/08-08/14,ZO_OG,210,1.2174369809609946
08/08-08/14,ZO_OG,252,0.9018179418885759
08/08-08/14,ZO_OG,296,0.9493710115035338
08/08-08/14,ZO_OG,342,0.8570745028248565
08/08-08/14,ZO_OG,390,0.43475874287650956
08/08-08/14,ZO_OG,440,0.7422095511242556
08/08-08/14,ZO_OG,492,0.6904528940980952
08/08-08/14,ZO_OG,546,0.6439531784835094
08/08-08/14,ZO_OG,602,0.5570655793368328
08/08-08/14,ZO_OG,660,0.5337023502776567
08/08-08/14,ZO_OG,720,0.5502042901918174
08/08-08/14,ZO_OG,782,0.3925329878035124
08/08-08/14,ZO_OG,846,0.46574308546972487
08/08-08/14,ZO_OG,912,0.39444175089191763
08/08-08/14,ZO_OG,980,0.4965198607591642
08/08-08/14,ZO_OG,1050,0.278977729907314
08/08-08/14,ZO_OG,1122,0.33547603592906283
08/08-08/14,ZO_OG,1196,0.4481390040209717
08/08-08/14,ZO_OG,1272,0.48049201188167634
08/08-08/14,ZO_OG,1350,0.2871046001239147
08/08-08/14,ZO_OG,1430,0.37270002015253784
08/08-08/14,ZO_OG,1512,0.21229495510237403
08/08-08/14,ZO_OG,1596,0.5150099093920745
08/08-08/14,ZO_OG,1682,0.2930517346145532
08/08-08/14,ZO_OG,1770,0.3634509613773292
08/08-08/14,ZO_OG,1860,0.5279181065989228
08/08-08/14,ZO_OG,1952,0.4629989806495586
08/08-08/14,ZO_OG,2046,0.4634586074697086
08/08-08/14,ZO_OG,2142,0.48364969638004013
08/08-08/14,ZO_OG,2240,0.4548250969632815
08/08-08/14,ZO_OG,2340,0.32281759637171253
08/08-08/14,ZO_OG,2442,0.4796626645252513
08/08-08/14,ZO_OG,2546,0.3826528862301641
08/08-08/14,ZO_OG,2652,0.39137081550613434
08/08-08/14,ZO_OG,2760,0.29562814232109563
08/08-08/14,ZO_OG,2870,0.5088897551069124
08/08-08/14,ZO_OG,2982,0.39992936646223776
08/08-08/14,ZO_OG,3096,0.4756288027558715
08/08-08/14,ZO_OG,3212,0.41749169246511325
08/08-08/14,ZO_OG,3330,0.5417023071878768
08/08-08/14,ZO_OG,3450,0.4592957027638158
08/08-08/14,ZO_OG,3572,0.3268502685104529
08/08-08/14,ZO_OG,3696,0.30608388725795066
08/08-08/14,ZO_OG,3822,0.6040856208188533
08/08-08/14,ZO_OG,3950,0.43398973824210496
08/08-08/14,ZO_OG,4080,0.49812381974250264
08/08-08/14,ZO_OG,4212,0.46192757462252937
08/08-08/14,ZO_OG,4346,0.48721777336275834
08/08-08/14,ZO_OG,4482,0.4683452077179047
08/08-08/14,ZO_OG,4620,0.40812207935856804
08/08-08/14,ZO_OG,4760,0.6533511840205697
08/08-08/14,ZO_OG,4902,0.485506553951444
08/08-08/14,ZO_OG,5046,0.4180643670034533
08/08-08/14,ZO_OGVR,0,0.7738418747786616
08/08-08/14,ZO_OGVR,50,0.35882864216523
08/08-08/14,ZO_OGVR,82,0.33302453634351914
08/08-08/14,ZO_OGVR,116,0.3745538327322861
08/08-08/14,ZO_OGVR,152,0.34458045924776004
08/08-08/14,ZO_OGVR,190,0.1165657494173974
08/08-08/14,ZO_OGVR,230,-0.6349341424394825
08/08-08/14,ZO_OGVR,272,-1.2024383509301755
08/08-08/14,ZO_OGVR,316,-2.1626233802471195
08/08-08/14,ZO_OGVR,362,-2.3536639540414437
08/08-08/14,ZO_OGVR,410,-2.416072981968481
08/08-08/14,ZO_OGVR,460,-2.2888442218710114
08/08-08/14,ZO_OGVR,512,-2.334670676708635
08/08-08/14,ZO_OGVR,566,-2.81769237783486
08/08-08/14,ZO_OGVR,622,-2.795999612145065
08/08-08/14,ZO_OGVR,680,-3.1459173575803576
08/08-08/14,ZO_OGVR,740,-3.2154130331647877
08/08-08/14,ZO_OGVR,802,-3.470799516725072
08/08-08/14,ZO_OGVR,866,-3.7254908306995946
08/08-08/14,ZO_OGVR,932,-3.639378741114352
08/08-08/14,ZO_OGVR,1000,-3.700258561537489
08/08-08/14,ZO_OGVR,1070,-3.772588296202742
08/08-08/14,ZO_OGVR,1142,-3.751522836302648
08/08-08/14,ZO_OGVR,1216,-3.8801970686020004
08/08-08/14,ZO_OGVR,1292,-4.191964185947234
08/08-08/14,ZO_OGVR,1370,-4.307824326693119
08/08-08/14,ZO_OGVR,1450,-4.34077997308468
08/08-08/14,ZO_OGVR,1532,-4.413609697920978
08/08-08/14,ZO_OGVR,1616,-4.543940370390679
08/08-08/14,ZO_OGVR,1702,-4.679192243151624
08/08-08/14,ZO_OGVR,1790,-4.645733983109544
08/08-08/14,ZO_OGVR,1880,-4.709332314288744
08/08-08/14,ZO_OGVR,1972,-4.77734107005268
08/08-08/14,ZO_OGVR,2066,-4.928865640287287
08/08-08/14,ZO_OGVR,2162,-5.006794931144729
08/08-08/14,ZO_OGVR,2260,-4.965098901788101
08/08-08/14,ZO_OGVR,2360,-5.30895543862104
08/08-08/14,ZO_OGVR,2462,-5.382971540630251
08/08-08/14,ZO_OGVR,2566,-5.193988152453057
08/08-08/14,ZO_OGVR,2672,-5.249248091156379
08/08-08/14,ZO_OGVR,2780,-5.358586521338167
08/08-08/14,ZO_OGVR,2890,-5.270200494991785
08/08-08/14,ZO_OGVR,3002,-5.34357274073384
08/08-08/14,ZO_OGVR,3116,-5.2858477797476855
08/08-08/14,ZO_OGVR,3232,-5.432832816831582
08/08-08/14,ZO_OGVR,3350,-5.554885222159935
08/08-08/14,ZO_OGVR,3470,-5.543893160682226
08/08-08/14,ZO_OGVR,3592,-5.567332096604496
08/08-08/14,ZO_OGVR,3716,-5.558627430771632
08/08-08/14,ZO_OGVR,3842,-5.4995723664662
08/08-08/14,ZO_OGVR,3970,-5.671950806596267
08/08-08/14,ZO_OGVR,4100,-5.650690563819096
08/08-08/14,ZO_OGVR,4232,-5.663734666693065
08/08-08/14,ZO_OGVR,4366,-5.56769183573977
08/08-08/14,ZO_OGVR,4502,-5.669393420328321
08/08-08/14,ZO_OGVR,4640,-5.7224264270275835
08/08-08/14,ZO_OGVR,4780,-5.7684451808089845
08/08-08/14,ZO_OGVR,4922,-5.770738880971955
08/08-08/14,ZO_OGVR,5066,-5.7065897400498615
